,nama,harga,deskripsi,berat,spesifikasi,kondisi,stok,dilihat,tertarik,terjual,rating,nama_toko,lokasi,kurir_pengiriman,tag,gambar,link
804,DBK AG-520 GN35 Universal Camera Flash Speedlite with LED Light for Canon Nikon,399000,"Features :High quality wireless sensor allows the camera to trigger the flash fire in the far distance.With M, S1,S2 flash mode.Super speed of charging  only takes 3 seconds to finish a charging cycle after a full level output.Standard Canon external power socket and standardized PC synchronous port (input) meets your quick flash requirement.8 level flash brightness control and automatic power saving function.With mini stand and carrying bag.With universal hotshoe, suit for almost camera except Sony and Minolta.Specifications :Guide number : 35 (ISO 100/meter)Power : 4 x AA batteries(not included)Recycle time : 3 secondsFlash mode : M, S1, S2Color temperature : 5800KFlash duration : 1/200 seconds~1/20000 secondsFlash control : Magnitude 8 brightness control(1/128-1/1)Vertical rotation angle : 0~180 degreesHorizontal rotation angl e: 0~270 degreesItem size: 19 x 7.8 x 5.5cmItem weight : 319gPackage size : 19 x 78 x 59mmPackage weight : 430gPackage List :1 * Speedlite1 * Mini Stand1 * Carrying Bag1 * User Manual(Chinese &amp; English)",600,{'brand': 'Merk Lain'},Baru,1,0,0,0,0.0,Toko Digital Shop,Jakarta Pusat,"SiCepat REG, JNE REG, JNE Trucking, SiCepat HALU, J&T REG, Bayar di Tempat (COD), SiCepat BEST, GO-SEND Instant, Grab Instant, Grab Same Day, JNE YES, TIKI Reg",,https://s1.bukalapak.com/img/15773808012/large/AG520_0.jpg,https://www.bukalapak.com/p/kamera/flash/35v94jw-jual-dbk-ag-520-gn35-universal-camera-flash-speedlite-with-led-light-for-canon-nikon
805,Camera Lens Adapter for Nikon AI to Canon EOS M - Lensa Kamera,399000,Camera Lens Adapter for Nikon AI to Canon EOS M - Lensa Kamera,300,{},Baru,50,0,2,0,0.0,PUSAT PHOTOGRAPHY,Bekasi,JNE REG,,https://s2.bukalapak.com/img/264333563/large/Nikon_Ai_EOS_M_scaled.jpg,https://www.bukalapak.com/p/kamera/converter-adapter/2l9fem-jual-camera-lens-adapter-for-nikon-ai-to-canon-eos-m-lensa-kamera
806,Lampu video LED 160 LED Video Light for Camera DV Camcorder canon nikon sony,395000,"Informasi ProdukLED Video Light berfungsi untuk menerangi objek yang Anda rekam. Memiliki 1 diffuser dan 2 buah filter. Salah satu filter berfungsi untuk mengurangi color temperatur ke 3200K. Video light ini dapat digunakan untuk berbagai jenis kamera Canon, Nikon, dll.FeaturesBright LEDLED Video Light ini dilengkapi dengan 160 buah LED. Cahaya yang dihasilkan masing-masing LED ini sangat terang dan seimbang.Filter and Diffuser IncludedAnda juga mendapatkan 1 buah diffuser dan 2 buah filter. Salah satu filternya adalah filter kuning untuk menurunkan color temperature ke 3200K.CompatibilityDengan hot shoe Anda dapat menaruh video light ini ke berbagai macam kamera seperti kamera Canon, Nikon, Sony, dll.Package ContentsBarang-barang yang Anda dapat dalam kotak produk:1 x 160 LED Video Light1 x Hot shoe adapter1 x Battery adapter3 x Filter1 x User ManualSpesifikasi ProdukJumlah LED 160 PiecesLumens Distance Lux 1m 900 Lux 2m 240 Lux 3m 120 Lux 4m 70 Lux 5m 40 Lux PackageTemperatur Warna 5400k(3200k/filter) AverageVoltase DC 7.2V-8.4VDaya / Power 9.6WLain-lain Filter X3 (soften Diffuser, Yellow Filter, Pink Filter)Kesesuaian Produk Panasonic D Series (D08S, D16S, D28S, D54S) sony FM Series (FM50, FM55H, FM500H,QM71D, QM91D) F Series",2300,"{'brand': 'Merk Lain', 'type': 'Lain-lain'}",Baru,30,0,79,21,4.6,pejalan_shop,Bandung Barat,"SiCepat REG, SiCepat BEST, J&T REG, JNE REG, JNE YES, Lion Parcel ONEPACK, Lion Parcel REGPACK, GO-SEND Same Day, GO-SEND Instant"," Camcorder, ",https://s1.bukalapak.com/img/111858225/large/Lampu_video_LED_160_LED_Video_Light_for_Camera_DV_Camcorder_.JPG,https://www.bukalapak.com/p/kamera/perlengkapan-studio/38v0cj-jual-lampu-video-led-160-led-video-light-for-camera-dv-camcorder-canon-nikon-sony
807,"K&F Lens Adapter , Nikon G Lens To Canon EOS EF Camera / Nikon G - EOS",390000,"K&amp;F Lens Adapter , Nikon G Lens To Canon EOS EF Camera / Nikon G - EOSReady Stock",100,{},Baru,2,0,4,2,0.0,Carpediem,Jakarta Barat,"SiCepat REG, SiCepat BEST, SiCepat HALU, J&T REG, Lion Parcel REGPACK, NINJA REG, GO-SEND Same Day, GO-SEND Instant, Grab Instant, Grab Same Day, Rocket Delivery, JNE REG, TIKI Reg, Pos Kilat Khusus, JNE YES",,https://s3.bukalapak.com/img/381015684/large/image.jpg,https://www.bukalapak.com/p/kamera/converter-adapter/3i1z4b-jual-k-f-lens-adapter-nikon-g-lens-to-canon-eos-ef-camera-nikon-g-eos
808,Lcd Camera for Canon Sx410,390000,Lcd untuk camera canon miroles Sx410.kindisi baru dan pungsi normal,3,{},Baru,3,0,0,0,0.0,Aneka17 Sparepart Camera,Jakarta Selatan,"SiCepat REG, SiCepat BEST, SiCepat HALU, J&T REG, NINJA REG, GO-SEND Same Day, GO-SEND Instant, Grab Instant, Grab Same Day, JNE REG, JNE Trucking, TIKI Reg",,https://s1.bukalapak.com/img/1562794292/large/IMG_20180725_131703_scaled.jpg,https://www.bukalapak.com/p/kamera/sparepart-kamera/knptu4-jual-lcd-camera-for-canon-sx410
809,BIG SALE 160 LED Video Light for Camera DV Camcorder Canon Nikon Sony,389800,"Mohon Kerja Samanya Untuk ber ""Diskusi Produk"" sebelum anda pesan !!! Untuk memastikan ukuran, warna dan jumlah pesanan Anda tersedia..STOK TERAKHIR. Spesifikasi ProdukBattery Type6 x AA Bateery Compatible Devices Panasonic D Series D16S, D28S, D54S)Sony FM Series (FM50, FM55H, FM500H,QM71D, QM91D)F Series (F550, F570, F960, F970), FV Series FV50, FV70, FV90) FH Series(FH50, FH60, FH70, FH90, FH100)Sony FP Series (FP50, FP70, FP90)And AA BatteryColor Temperature: 5400K(3200K/filter) averageLED quantity: 160 piecesInput: DC 7.2V-8.4VPower: 9.6WIllumination : Distance Lux 1m 900 lux 2m 240 lux 3m 120 lux 4m 70 lux 5m 40 lux PackageFilter x3 (Soften Diffuser, Yellow Filter, Pink Filter)--------------------------Package ContentsBarang-barang yang Anda dapat dalam kotak produk:1 x 160 LED Video Light1 x Battery holder2 x Filter1 x User ManualLED Video Light berfungsi untuk menerangi objek yang Anda rekam. Memiliki 1 diffuser dan 2 buah filter. Salah satu filter berfungsi untuk mengurangi color temperatur ke 3200K. Video light ini dapat digunakan untuk berbagai jenis kamera Canon, Nikon, dll.FeaturesBright LEDLED Video Light ini dilengkapi dengan 160 buah LED. Cahaya yang dihasilkan masing-masing LED ini sangat terang dan seimbang.Filter and Diffuser IncludedAnda juga mendapatkan 1 buah diffuser dan 2 buah filter. Salah satu filternya adalah filter kuning untuk menurunkan color temperature ke 3200K.CompatibilityDengan hot shoe Anda dapat menaruh video light ini ke berbagai macam kamera seperti kamera Canon, Nikon, Sony, dll.",1000,{'brand': 'Lainnya'},Baru,50,0,0,0,0.0,Aishapay Olstore,Jakarta Pusat,"JNE REG, JNE YES",,https://s3.bukalapak.com/img/8573222784/large/aHR0cHM6Ly9lY3M3LnRva29wZWRpYS5uZXQvaW1nL2NhY2hlLzcwMC9wcm9k.jpg,https://www.bukalapak.com/p/kamera/flash/zrrtl5-jual-big-sale-160-led-video-light-for-camera-dv-camcorder-canon-nikon-sony
810,BIG SALE 160 LED Video Light for Camera DV Camcorder Canon Nikon Sony,389800,"Mohon Kerja Samanya Untuk ber ""Diskusi Produk"" sebelum anda pesan !!! Untuk memastikan ukuran, warna dan jumlah pesanan Anda tersedia..STOK TERAKHIR. Spesifikasi ProdukBattery Type6 x AA Bateery Compatible Devices Panasonic D Series D16S, D28S, D54S)Sony FM Series (FM50, FM55H, FM500H,QM71D, QM91D)F Series (F550, F570, F960, F970), FV Series FV50, FV70, FV90) FH Series(FH50, FH60, FH70, FH90, FH100)Sony FP Series (FP50, FP70, FP90)And AA BatteryColor Temperature: 5400K(3200K/filter) averageLED quantity: 160 piecesInput: DC 7.2V-8.4VPower: 9.6WIllumination : Distance Lux 1m 900 lux 2m 240 lux 3m 120 lux 4m 70 lux 5m 40 lux PackageFilter x3 (Soften Diffuser, Yellow Filter, Pink Filter)--------------------------Package ContentsBarang-barang yang Anda dapat dalam kotak produk:1 x 160 LED Video Light1 x Battery holder2 x Filter1 x User ManualLED Video Light berfungsi untuk menerangi objek yang Anda rekam. Memiliki 1 diffuser dan 2 buah filter. Salah satu filter berfungsi untuk mengurangi color temperatur ke 3200K. Video light ini dapat digunakan untuk berbagai jenis kamera Canon, Nikon, dll.FeaturesBright LEDLED Video Light ini dilengkapi dengan 160 buah LED. Cahaya yang dihasilkan masing-masing LED ini sangat terang dan seimbang.Filter and Diffuser IncludedAnda juga mendapatkan 1 buah diffuser dan 2 buah filter. Salah satu filternya adalah filter kuning untuk menurunkan color temperature ke 3200K.CompatibilityDengan hot shoe Anda dapat menaruh video light ini ke berbagai macam kamera seperti kamera Canon, Nikon, Sony, dll.",1000,{'brand': 'Lainnya'},Baru,50,0,0,0,0.0,Aishapay Olstore,Jakarta Pusat,"JNE REG, JNE YES",,https://s3.bukalapak.com/img/8573222784/large/aHR0cHM6Ly9lY3M3LnRva29wZWRpYS5uZXQvaW1nL2NhY2hlLzcwMC9wcm9k.jpg,https://www.bukalapak.com/p/kamera/flash/zrrtl5-jual-big-sale-160-led-video-light-for-camera-dv-camcorder-canon-nikon-sony
811,Set Battery LP-E12 + Charger LC-E12 Canon Cam Rechargeable Lithium-Ion 7.2volt 875mAh for Digital Camera Canon EOS-M / 100D - 1 Set Paket Baterai + Charger Kamera,388000,"Set Battery LP-E12 + Charger LC-E12 Canon Cam Rechargeable Lithium-Ion 7.2volt 875mAh for Digital Camera Canon EOS-M / 100D - 1 Set Paket Baterai + Charger KameraPackage :1x Baterai LP-E121x Charger LC-E12Baterai ion lithium Canon yang dapat diisi ulang7,2 volt.Kapasitas 875mAh.Teknologi Lithium ionEOS-M / 100DCanon LP-E12 Baterai Isi Ulang Lithium-ion, memiliki kapasitas 875 mAh menghasilkan hingga 875 tembakan pada suhu operasi normal pada satu baterai. Baterai lebih kompak dan ringan dibandingkan model baterai sebelumnya. LP-E12 Baterai juga kompatible dengan Kamera EOS-M / 100D Digital.",500,{'brand': 'Canon'},Baru,50,0,0,0,0.0,PUSAT PHOTOGRAPHY,Bekasi,JNE REG,,https://s1.bukalapak.com/img/638661472/large/1466561811816_scaled.jpg,https://www.bukalapak.com/p/kamera/baterai/1w0ita-jual-set-battery-lp-e12-charger-lc-e12-canon-cam-rechargeable-lithium-ion-7-2volt-875mah-for-digital-camera-canon-eos-m-100d-1-set-paket-baterai-charger-kamera
812,Set Battery LP-E12 + Charger LC-E12 Canon Cam Rechargeable Lithium-Ion 7.2volt 875mAh for Digital Camera Canon EOS-M / 100D - 1 Set Paket Baterai + Charger Kamera,388000,"Set Battery LP-E12 + Charger LC-E12 Canon Cam Rechargeable Lithium-Ion 7.2volt 875mAh for Digital Camera Canon EOS-M / 100D - 1 Set Paket Baterai + Charger KameraPackage :1x Baterai LP-E121x Charger LC-E12Baterai ion lithium Canon yang dapat diisi ulang7,2 volt.Kapasitas 875mAh.Teknologi Lithium ionEOS-M / 100DCanon LP-E12 Baterai Isi Ulang Lithium-ion, memiliki kapasitas 875 mAh menghasilkan hingga 875 tembakan pada suhu operasi normal pada satu baterai. Baterai lebih kompak dan ringan dibandingkan model baterai sebelumnya. LP-E12 Baterai juga kompatible dengan Kamera EOS-M / 100D Digital.",500,{'brand': 'Canon'},Baru,50,0,0,0,0.0,PUSAT PHOTOGRAPHY,Bekasi,JNE REG,,https://s1.bukalapak.com/img/638661472/large/1466561811816_scaled.jpg,https://www.bukalapak.com/p/kamera/baterai/1w0ita-jual-set-battery-lp-e12-charger-lc-e12-canon-cam-rechargeable-lithium-ion-7-2volt-875mah-for-digital-camera-canon-eos-m-100d-1-set-paket-baterai-charger-kamera
813,HOT PROMO 160 LED Video Light for Camera DV Camcorder Canon Nikon Son,386800,"Mohon Kerja Samanya Untuk ber ""Diskusi Produk"" sebelum anda pesan !!! Untuk memastikan ukuran, warna dan jumlah pesanan Anda tersedia..STOK TERAKHIR. Lightning Kamera 160 LED - LD-160Spesifikasi ProdukJumlah LED	160 PiecesLumens	Distance Lux 1m 900 Lux 2m 240 Lux 3m 120 Lux 4m 70 Lux 5m 40 Lux PackageTemperatur Warna	5400k(3200k/filter) AverageVoltase	DC 7.2V-8.4VDaya / Power	9.6WTipe Baterai	6 X AA BatteryLain-lain	Filter X3 (soften Diffuser, Yellow Filter, Pink Filter)Kesesuaian Produk	Panasonic D Series D16S, D28S, D54S) sony FM Series (FM50, FM55H, FM500H,QM71D, QM91D) F Series (F550, F570, F960, F970), FV Series FV50, FV70, FV90) FH Series(fh50, FH60, FH70, FH90, Fh100)sony FP Series (FP50, FP70, Fp90)and AA Battery--------------------------Package ContentsBarang-barang yang Anda dapat dalam kotak produk:1 x 160 LED Video Light1 x Battery Holder2 x Filter1 x User ManualLED Video Light berfungsi untuk menerangi objek yang Anda rekam. Memiliki 1 diffuser dan 2 buah filter. Salah satu filter berfungsi untuk mengurangi color temperatur ke 3200K. Video light ini dapat digunakan untuk berbagai jenis kamera Canon, Nikon, dll.Features	Bright LEDLED Video Light ini dilengkapi dengan 160 buah LED. Cahaya yang dihasilkan masing-masing LED ini sangat terang dan seimbang.	Filter and Diffuser IncludedAnda juga mendapatkan 1 buah diffuser dan 2 buah filter. Salah satu filternya adalah filter kuning untuk menurunkan color temperature ke 3200K.	CompatibilityDengan hot shoe Anda dapat menaruh video light ini ke berbagai macam kamera seperti kamera Canon, Nikon, Sony, dll.",700,{'brand': 'Lainnya'},Baru,50,0,1,0,0.0,Aishapay Olstore,Jakarta Pusat,"JNE REG, JNE YES",,https://s3.bukalapak.com/img/8411627005/large/aHR0cHM6Ly9lY3M3LnRva29wZWRpYS5uZXQvaW1nL2NhY2hlLzcwMC9wcm9k.jpg,https://www.bukalapak.com/p/kamera/action-camera/camera/10ed10u-jual-hot-promo-160-led-video-light-for-camera-dv-camcorder-canon-nikon-son
814,LCD Camera Canon 7D2 7D Mark II,385000,sparepart kamera LCD Camera Canon 7D2 7D Mark II,100,{},Baru,500,0,0,0,0.0,KIOSK 88,Tangerang,"J&T REG, JNE REG, JNE YES",,https://s1.bukalapak.com/img/69694804932/large/data.jpeg,https://www.bukalapak.com/p/kamera/sparepart-kamera/19er195-jual-lcd-camera-canon-7d2-7d-mark-ii
815,160 LED Video Light for Camera DV Camcorder Canon Nikon Sony Panasonic Olympus Samsung Pentax Fujifilm - HD-160 - Lampu Kamera,385000,"160 LED Video Light for Camera DV Camcorder Canon Nikon Sony Panasonic Olympus Samsung Pentax Fujifilm - HD-160 - Lampu Kameragaransi : 1 bulan LED Video Light berfungsi untuk menerangi objek yang Anda rekam. Memiliki 1 diffuser dan 2 buah filter. Salah satu filter berfungsi untuk mengurangi color temperatur ke 3200K. Video light ini dapat digunakan untuk berbagai jenis kamera Canon, Nikon, dll. Features Bright LED LED Video Light ini dilengkapi dengan 160 buah LED. Cahaya yang dihasilkan masing-masing LED ini sangat terang dan seimbang. Filter and Diffuser Included Anda juga mendapatkan 1 buah diffuser dan 2 buah filter. Salah satu filternya adalah filter kuning untuk menurunkan color temperature ke 3200K. Compatibility Dengan hot shoe Anda dapat menaruh video light ini ke berbagai macam kamera seperti kamera Canon, Nikon, Sony, dll. Package Contents Barang-barang yang Anda dapat dalam kotak produk: 1 x 160 LED Video Light 1 x Battery adapter 3 x Filter 1 x User Manual spes : - Compatible Devices Panasonic D Series (D08S, D16S, D28S, D54S) Sony FM Series (FM50, FM55H, FM500H,QM71D, QM91D) F Series (F550, F570, F960, F970), FV Series FV50, FV70, FV90) FH Series(FH50, FH60, FH70, FH90, FH100) Sony FP Series (FP50, FP70, FP90)And AA Battery - Others Color Temperature: 5400K(3200K/filter) average LED quantity: 160 pieces Input: DC 7.2V-8.4V Power: 9.6W Illumination : Distance Lux 1m 900 lux 2m 240 lux 3m 120 lux 4m 70 lux 5m 40 lux Package Filter x3 (Soften Diffuser, Yellow Filter, Pink Filter)",1000,{},Baru,5,0,0,0,0.0,SHOOTER,Bekasi,JNE REG,,https://s1.bukalapak.com/img/6780813901/large/jajaja20Nikon_Sony___HD_160_scaled.jpg,https://www.bukalapak.com/p/kamera/aksesoris-kamera/aksesoris-lainnya-896/7khfjm-jual-160-led-video-light-for-camera-dv-camcorder-canon-nikon-sony-panasonic-olympus-samsung-pentax-fujifilm-hd-160-lampu-kamera
816,SUPER SALE 160 LED Video Light for Camera DV Camcorder Canon Nikon So,384000,"Mohon Kerja Samanya Untuk ber ""Diskusi Produk"" sebelum anda pesan !!! Untuk memastikan ukuran, warna dan jumlah pesanan Anda tersedia..HARGA HEMAT. Spesifikasi :Others Color Temperature: 5400K(3200K/filter) averageLED quantity: 160 piecesInput: DC 7.2V-8.4VPower: 9.6W--------------------------Package ContentsBarang-barang yang Anda dapat dalam kotak produk:1 x 160 LED Video Light1 x Hot shoe adapter1 x Battery adapter3 x Filter1 x User ManualLED Video Light berfungsi untuk menerangi objek yang Anda rekam. Memiliki 1 diffuser dan 2 buah filter. Salah satu filter berfungsi untuk mengurangi color temperatur ke 3200K. Video light ini dapat digunakan untuk berbagai jenis kamera Canon, Nikon, dll.FeaturesBright LEDLED Video Light ini dilengkapi dengan 160 buah LED. Cahaya yang dihasilkan masing-masing LED ini sangat terang dan seimbang.Filter and Diffuser IncludedAnda juga mendapatkan 1 buah diffuser dan 2 buah filter. Salah satu filternya adalah filter kuning untuk menurunkan color temperature ke 3200K.CompatibilityDengan hot shoe Anda dapat menaruh video light ini ke berbagai macam kamera seperti kamera Canon, Nikon, Sony, dll.",2000,{'brand': 'Lainnya'},Baru,50,0,0,0,0.0,Aishapay Olstore,Jakarta Pusat,"JNE REG, JNE YES",,https://s3.bukalapak.com/img/3851375984/large/aHR0cHM6Ly9lY3M3LnRva29wZWRpYS5uZXQvaW1nL2NhY2hlLzcwMC9wcm9k.jpg,https://www.bukalapak.com/p/kamera/flash/zvol9e-jual-super-sale-160-led-video-light-for-camera-dv-camcorder-canon-nikon-so
817,SUPER SALE 160 LED Video Light for Camera DV Camcorder Canon Nikon So,384000,"Mohon Kerja Samanya Untuk ber ""Diskusi Produk"" sebelum anda pesan !!! Untuk memastikan ukuran, warna dan jumlah pesanan Anda tersedia..HARGA HEMAT. Spesifikasi :Others Color Temperature: 5400K(3200K/filter) averageLED quantity: 160 piecesInput: DC 7.2V-8.4VPower: 9.6W--------------------------Package ContentsBarang-barang yang Anda dapat dalam kotak produk:1 x 160 LED Video Light1 x Hot shoe adapter1 x Battery adapter3 x Filter1 x User ManualLED Video Light berfungsi untuk menerangi objek yang Anda rekam. Memiliki 1 diffuser dan 2 buah filter. Salah satu filter berfungsi untuk mengurangi color temperatur ke 3200K. Video light ini dapat digunakan untuk berbagai jenis kamera Canon, Nikon, dll.FeaturesBright LEDLED Video Light ini dilengkapi dengan 160 buah LED. Cahaya yang dihasilkan masing-masing LED ini sangat terang dan seimbang.Filter and Diffuser IncludedAnda juga mendapatkan 1 buah diffuser dan 2 buah filter. Salah satu filternya adalah filter kuning untuk menurunkan color temperature ke 3200K.CompatibilityDengan hot shoe Anda dapat menaruh video light ini ke berbagai macam kamera seperti kamera Canon, Nikon, Sony, dll.",2000,{'brand': 'Lainnya'},Baru,50,0,0,0,0.0,Aishapay Olstore,Jakarta Pusat,"JNE REG, JNE YES",,https://s3.bukalapak.com/img/3851375984/large/aHR0cHM6Ly9lY3M3LnRva29wZWRpYS5uZXQvaW1nL2NhY2hlLzcwMC9wcm9k.jpg,https://www.bukalapak.com/p/kamera/flash/zvol9e-jual-super-sale-160-led-video-light-for-camera-dv-camcorder-canon-nikon-so
818,Terlaris Boya By-M1 Clip On Mic Microphone Canon Nikon Sony Camera Kamera Hp,380000,"STOK TERBARUKONFIRMASIKAN STOK DAHULU APAKAH READY SEBELUM ORDERMohon Kerja Samanya Untuk ber ""Diskusi Produk"" sebelum anda pesan !!! Untuk memastikan ukuran, warna dan jumlah pesanan Anda tersedia..Mohon maaf kami tidak bisa diburu-buru. Tetapi tentu saja orderan anda akan kami usahakan diproses secepatnya.BEDA LOKASI YA KAK JADI JANGAN DIGABUNG DENGAN ORDERAN YANG LAIN...Features:Clip-On Mic for Smartphones, DSLR, Camcorders, Audio recorders, PC etc.Omni-directional condenser microphone.High-quality condenser is ideal for video use.Low handling noise.Includes lapel clip, foam windscreen, 3.5mm to 6.3mm adapter.Using the microphoneFor SmartphoneSwitch off the microphone. Slide the ON/OFF up to OFF/Smartphone.The power is shut down.For DSLR, Camcorders, Audio recorders, PC ectSwitch on the microphone. Slide the ON/OFF up to ON.Specifications:Transducer: Electret CondenserPolar pattern: Omni-directionalFrequency Range: 65Hz ~ 18KHz.Signal/Noise: 74dB SPL.Sensitivity: -30dB +/-3dB / 0dB=1V/Pa, 1kHz.Output Impedance: Connector: 3.5mm (1/8"") 4-pole gold plug.Battery Type: LR44 (included)Cable length: Approx. 5.7m / 18.7ftPackage size: 13.5 * 10 * 3.5cm / 5.3 * 3.9 * 1.4inPackage List:1 * BY-M1 Microphone1 * Lapel Clip1 * Foam Windscreen1 * Adapter1 * User Manual (English)THANKS",600,"{'brand': 'Lainnya', 'type': 'Lainnya'}",Baru,50,0,0,0,0.0,OLSTORE,Jakarta Selatan,"JNE REG, JNE YES",,https://s2.bukalapak.com/img/79209850632/large/data.jpeg,https://www.bukalapak.com/p/kamera/perlengkapan-studio/3hqbqlh-jual-terlaris-boya-by-m1-clip-on-mic-microphone-canon-nikon-sony-camera-kamera-hp
819,Unik Andoer ACKE18 AC Power Supply LPE17 Dummy Battery Adapter Camera Charger for Canon EOS 200D 750D 7 Murah,379200,"Andoer ACK-E18 AC Power Supply LP-E17 Dummy Battery Adapter Camera Charger for Canon EOS 200D 750D 760D 800D 77D Rebel SL2 T6i T6s T7i EOS Kiss X8 Kiss X8i EOS 8000D Digital SLRAC power adapter, replacement for LP-E17, enable you to power the camera AC power directly, no need to change battery. Ideal for long time shooting/photography.Features:Replacement for LP-E17 battery, 100% compatible for Canon EOS 200D 750D 760D 800D 77D Rebel SL2 T6i T6s T7i EOS Kiss X8 Kiss X8i EOS 8000D Digital SLR &amp; etc.Enable you to power the camera by AC power directly, no need to change battery, perfect for long time shooting.Fully coded, plug and use.AC input 100 - 240V, 50-60Hz.DC output 7.6V 2A.Specifications:Replacement: For LP-E17 BatteryPlug: USInput Voltage: 100 - 240V, 50/60HzOutput: 7.6V 2APackage Size: 17 * 11.5 * 2.5cm / 6.7 * 4.5 * 1""Package Weight: 204g / 7.2ozPackage List:1 * DC Coupler1 * AC Power AdapterSKU : 3131/1080730744091492352/55",1000,{},Baru,200,0,0,0,0.0,Real Cool Gadget,Jakarta Pusat,"JNE REG, Wahana Tarif Normal",,https://s3.bukalapak.com/img/33038813742/large/data.jpeg,https://www.bukalapak.com/p/kamera/converter-adapter/3p28bs6-jual-unik-andoer-acke18-ac-power-supply-lpe17-dummy-battery-adapter-camera-charger-for-canon-eos-200d-750d-7-murah
820,Unik Andoer ACKE18 AC Power Supply LPE17 Dummy Battery Adapter Camera Charger for Canon EOS 200D 750D 7 Murah,379200,"Andoer ACK-E18 AC Power Supply LP-E17 Dummy Battery Adapter Camera Charger for Canon EOS 200D 750D 760D 800D 77D Rebel SL2 T6i T6s T7i EOS Kiss X8 Kiss X8i EOS 8000D Digital SLRAC power adapter, replacement for LP-E17, enable you to power the camera AC power directly, no need to change battery. Ideal for long time shooting/photography.Features:Replacement for LP-E17 battery, 100% compatible for Canon EOS 200D 750D 760D 800D 77D Rebel SL2 T6i T6s T7i EOS Kiss X8 Kiss X8i EOS 8000D Digital SLR &amp; etc.Enable you to power the camera by AC power directly, no need to change battery, perfect for long time shooting.Fully coded, plug and use.AC input 100 - 240V, 50-60Hz.DC output 7.6V 2A.Specifications:Replacement: For LP-E17 BatteryPlug: USInput Voltage: 100 - 240V, 50/60HzOutput: 7.6V 2APackage Size: 17 * 11.5 * 2.5cm / 6.7 * 4.5 * 1""Package Weight: 204g / 7.2ozPackage List:1 * DC Coupler1 * AC Power AdapterSKU : 3131/1080730744091492352/55",1000,{},Baru,200,0,0,0,0.0,Mohammad Qomarullah STOCK,Jakarta Utara,"JNE REG, Wahana Tarif Normal",,https://s1.bukalapak.com/img/18831240642/large/data.jpeg,https://www.bukalapak.com/p/kamera/converter-adapter/3o8o3lp-jual-unik-andoer-acke18-ac-power-supply-lpe17-dummy-battery-adapter-camera-charger-for-canon-eos-200d-750d-7-murah
821,Unik Andoer ACKE18 AC Power Supply LPE17 Dummy Battery Adapter Camera Charger for Canon EOS 200D 750D 7 Murah,379200,"Andoer ACK-E18 AC Power Supply LP-E17 Dummy Battery Adapter Camera Charger for Canon EOS 200D 750D 760D 800D 77D Rebel SL2 T6i T6s T7i EOS Kiss X8 Kiss X8i EOS 8000D Digital SLRAC power adapter, replacement for LP-E17, enable you to power the camera AC power directly, no need to change battery. Ideal for long time shooting/photography.Features:Replacement for LP-E17 battery, 100% compatible for Canon EOS 200D 750D 760D 800D 77D Rebel SL2 T6i T6s T7i EOS Kiss X8 Kiss X8i EOS 8000D Digital SLR &amp; etc.Enable you to power the camera by AC power directly, no need to change battery, perfect for long time shooting.Fully coded, plug and use.AC input 100 - 240V, 50-60Hz.DC output 7.6V 2A.Specifications:Replacement: For LP-E17 BatteryPlug: USInput Voltage: 100 - 240V, 50/60HzOutput: 7.6V 2APackage Size: 17 * 11.5 * 2.5cm / 6.7 * 4.5 * 1""Package Weight: 204g / 7.2ozPackage List:1 * DC Coupler1 * AC Power AdapterSKU : 3131/1080730744091492352/55",1000,{},Baru,200,0,0,0,0.0,Mohammad Qomarullah STOCK,Jakarta Utara,"JNE REG, Wahana Tarif Normal",,https://s1.bukalapak.com/img/18831240642/large/data.jpeg,https://www.bukalapak.com/p/kamera/converter-adapter/3o8o3lp-jual-unik-andoer-acke18-ac-power-supply-lpe17-dummy-battery-adapter-camera-charger-for-canon-eos-200d-750d-7-murah
